time stock-price decision number-of-stocks portfolio-value
760 195.86 3 100 30035.5
761 195.61 1 50 30010.5
762 195.74 -3 100 30017.0
763 195.75 -1 150 30018.0
764 195.79 1 100 30024.0
765 195.67 1 50 30012.0
766 195.44 -1 100 30000.5
767 195.34 -5 150 29990.5
768 195.2 -5 150 29969.5
769 195.11 -5 150 29956.000000000004
770 195.2 -3 150 29969.5
771 195.42 -1 150 30002.499999999996
772 195.55 3 100 30022.0
773 195.85 5 50 30052.0
774 195.77 3 0 30048.0
775 195.65 1 0 30048.0
776 195.63 -1 50 30048.0
777 195.72 -1 100 30052.5
778 195.63 -1 150 30043.5
779 195.6 -1 150 30039.0
780 195.44 -1 150 30015.0
781 195.69 -3 150 30052.5
782 195.93 1 100 30088.5
783 195.85 3 50 30080.5
784 195.87 3 0 30081.5
785 195.86 1 0 30081.5
786 195.66 1 0 30081.5
787 195.56 -5 50 30081.5
788 195.39 -5 100 30073.0
789 195.56 -3 150 30090.0
790 195.45 -3 150 30073.5
791 195.4 -3 150 30066.0
792 195.66 -1 150 30105.0
793 195.53 3 100 30085.5
794 195.77 1 50 30109.5
795 195.67 3 0 30104.5
796 195.54 1 0 30104.5
797 195.57 1 0 30104.5
798 196.14 -1 50 30104.5
799 196.21 3 0 30108.0
800 196.58 5 0 30108.0
801 196.75 5 0 30108.0
802 196.6 3 0 30108.0
803 196.29 1 0 30108.0
804 196.32 -1 50 30108.0
805 196.61 -1 100 30122.5
806 196.32 1 50 30093.5
807 196.37 -1 100 30096.0
808 196.09 -1 150 30068.0
809 196.11 -3 150 30071.000000000004
810 196.18 -1 150 30081.5
811 196.3 1 100 30099.5
812 196.33 3 50 30102.5
813 196.52 5 0 30112.0
814 196.47 3 0 30112.0
815 196.42 1 0 30112.0
816 196.52 1 0 30112.0
817 196.54 3 0 30112.0
818 196.34 1 0 30112.0
819 196.34 -3 50 30112.0
820 196.43 -1 100 30116.5
821 196.42 -1 150 30115.499999999996
822 196.3 1 100 30097.5
823 196.34 -1 150 30101.5
824 196.27 -1 150 30091.0
825 196.32 -3 150 30098.5
826 196.29 -1 150 30094.0
827 196.41 1 100 30112.0
828 196.75 1 50 30146.0
829 196.64 3 0 30140.5
830 196.76 3 0 30140.5
831 196.78 5 0 30140.5
832 196.67 1 0 30140.5
833 196.68 1 0 30140.5
834 196.71 -1 50 30140.5
835 196.66 -1 100 30138.0
836 196.75 -3 150 30147.0
837 196.77 5 100 30150.0
838 196.82 5 50 30155.0
839 196.795 3 0 30153.75
840 196.91 5 0 30153.75
841 196.59 1 0 30153.75
842 196.81 -3 50 30153.75
843 196.89 -1 100 30157.75
844 196.89 1 50 30157.75
845 196.79 1 0 30152.75
846 196.86 -1 50 30152.75
847 196.94 -1 100 30156.75
848 196.87 3 50 30149.75
849 196.93 3 0 30152.75
850 196.95 3 0 30152.75
851 196.95 3 0 30152.75
852 196.85 1 0 30152.75
853 196.77 -3 50 30152.75
854 196.67 -5 100 30147.75
855 196.51 -5 150 30131.75
856 196.38 -5 150 30112.25
857 196.25 -5 150 30092.75
858 196.235 -5 150 30090.500000000004
859 196.43 -1 150 30119.75
860 196.51 1 100 30131.75
861 196.36 3 50 30116.75
862 196.225 -1 100 30110.0
863 195.95 -3 150 30082.5
864 195.93 -5 150 30079.5
865 195.7 -5 150 30045.0
866 195.56 -5 150 30024.0
867 195.63 -3 150 30034.5
868 195.89 -1 150 30073.499999999996
869 195.74 1 100 30051.0
870 195.97 1 50 30074.0
871 195.98 5 0 30074.5
872 195.98 3 0 30074.5
873 195.98 1 0 30074.5
874 195.97 -1 50 30074.5
875 195.74 -1 100 30063.0
876 195.86 -3 150 30075.000000000004
877 196 -1 150 30096.0
878 196.15 1 100 30118.5
879 196.28 5 50 30131.5
880 196.53 5 0 30144.0
881 196.38 3 0 30144.0
882 196.39 3 0 30144.0
883 196.29 -1 50 30144.0
884 196.18 -3 100 30138.5
885 196.18 -3 150 30138.5
886 196.28 -3 150 30153.5
887 196.45 -1 150 30179.0
888 196.4 1 100 30171.5
889 196.45 3 50 30176.5
890 196.585 3 0 30183.25
891 196.71 5 0 30183.25
892 196.82 5 0 30183.25
893 196.98 5 0 30183.25
894 196.72 3 0 30183.25
895 196.82 1 0 30183.25
896 196.78 -1 50 30183.25
897 196.63 -1 100 30175.75
898 196.655 -3 150 30178.25
899 196.77 -1 150 30195.5
900 196.91 1 100 30216.5
901 196.97 5 50 30222.5
902 196.94 3 0 30221.0
903 196.76 1 0 30221.0
904 197.01 -3 50 30221.0
905 197.07 1 0 30224.0
906 197.22 3 0 30224.0
907 197.065 3 0 30224.0
908 197.025 -1 50 30224.0
909 197.06 -1 100 30225.75
910 196.91 -3 150 30210.75
911 196.88 -5 150 30206.25
912 196.97 -1 150 30219.75
913 196.91 -1 150 30210.75
914 197.165 1 100 30249.0
915 197.09 3 50 30241.5
916 197.35 5 0 30254.5
917 197.42 5 0 30254.5
918 197.73 5 0 30254.5
919 197.7 3 0 30254.5
920 197.85 5 0 30254.5
921 197.71 3 0 30254.5
922 197.89 1 0 30254.5
923 197.92 5 0 30254.5
924 197.98 5 0 30254.5
925 198.07 5 0 30254.5
926 198.26 5 0 30254.5
927 198.23 3 0 30254.5
928 198.38 5 0 30254.5
929 198.34 3 0 30254.5
930 198.01 1 0 30254.5
931 198.01 1 0 30254.5
932 198.1 -3 50 30254.5
933 197.85 -5 100 30242.0
934 197.44 -5 150 30201.0
935 197.08 -5 150 30147.000000000004
936 197.18 -3 150 30162.0
937 197.18 -3 150 30162.0
938 197.17 -3 150 30160.499999999996
939 197.17 -3 150 30160.499999999996
940 196.55 -1 150 30067.5
941 196.8 -3 150 30105.0
942 196.68 -3 150 30087.0
943 196.63 -3 150 30079.5
944 196.97 -1 150 30130.5
945 197.02 5 100 30138.0
946 197.11 5 50 30147.0
947 197.11 5 0 30147.0
948 196.54 1 0 30147.0
949 196.52 -3 50 30147.0
950 196.78 -1 100 30160.0
951 196.6 -1 150 30142.0
952 196.6 -1 150 30142.0
953 196.72 1 100 30160.0
954 196.67 1 50 30155.0
955 196.99 1 0 30171.0
956 196.83 3 0 30171.0
957 196.83 3 0 30171.0
958 196.94 3 0 30171.0
959 197.26 1 0 30171.0
