time stock-price decision number-of-stocks portfolio-value
789 197.86 -3 50 29936.75
790 197.86 -7 100 29936.75
791 197.76 -5 150 29926.75
792 197.68 -7 150 29914.75
793 197.555 -5 150 29896.0
794 197.55 -9 150 29895.25
795 197.62 -5 150 29905.75
796 197.64 -3 150 29908.749999999996
797 197.655 -1 150 29911.0
798 197.63 1 100 29907.25
799 197.61 -1 150 29905.250000000004
800 197.515 3 100 29891.0
801 197.52 -1 150 29891.5
802 197.57 -5 150 29899.0
803 197.71 -3 150 29920.0
804 197.68 -1 150 29915.5
805 197.6 5 100 29903.5
806 197.69 -1 150 29912.5
807 197.61 5 100 29900.5
808 197.6 1 50 29899.5
809 197.65 -1 100 29902.0
810 197.78 -3 150 29915.0
811 197.82 -1 150 29921.0
812 197.81 3 100 29919.5
813 197.81 7 50 29919.5
814 197.82 7 0 29920.0
815 197.81 7 0 29920.0
816 197.8 3 0 29920.0
817 197.9 -3 50 29920.0
818 197.89 3 0 29919.5
819 197.87 5 0 29919.5
820 197.81 3 0 29919.5
821 197.77 1 0 29919.5
822 197.81 -3 50 29919.5
823 197.75 -1 100 29916.5
824 197.7 -5 150 29911.5
825 197.705 -7 150 29912.250000000004
826 197.685 -9 150 29909.25
827 197.63 -9 150 29901.0
828 197.7 -7 150 29911.5
829 197.73 -3 150 29916.0
830 197.88 -3 150 29938.5
831 197.92 1 100 29944.5
832 197.98 5 50 29950.5
833 198.08 5 0 29955.5
834 198.12 9 0 29955.5
835 197.95 5 0 29955.5
836 197.94 3 0 29955.5
837 197.92 -1 50 29955.5
838 197.73 -1 100 29946.0
839 198.03 -7 150 29976.0
840 198.22 -3 150 30004.5
841 198.9 -3 150 30106.5
842 198.665 3 100 30071.25
843 198.99 5 50 30103.75
844 199.35 7 0 30121.75
845 199.67 9 0 30121.75
846 199.7 9 0 30121.75
847 199.53 5 0 30121.75
848 198.89 3 0 30121.75
849 198.86 -1 50 30121.75
850 198.77 -3 100 30117.25
851 198.56 -5 150 30096.25
852 198.64 -7 150 30108.249999999996
853 198.6 -7 150 30102.25
854 198.48 -7 150 30084.25
855 198.64 -7 150 30108.249999999996
856 198.72 -3 150 30120.25
857 198.72 1 100 30120.25
858 198.67 1 50 30115.25
859 198.62 3 0 30112.75
860 198.35 3 0 30112.75
861 198.24 -1 50 30112.75
862 198.13 -5 100 30107.25
863 198.14 -7 150 30108.249999999996
864 197.89 -7 150 30070.749999999996
865 197.84 -9 150 30063.25
866 197.7 -9 150 30042.25
867 197.74 -7 150 30048.25
868 197.96 -5 150 30081.25
869 197.975 -1 150 30083.5
870 198.18 -1 150 30114.25
871 198.24 3 100 30123.25
872 198.6 3 50 30159.25
873 198.54 7 0 30156.25
874 198.49 5 0 30156.25
875 198.21 3 0 30156.25
876 198.51 1 0 30156.25
877 198.17 3 0 30156.25
878 198.22 -1 50 30156.25
879 197.88 3 0 30139.25
880 197.89 -5 50 30139.25
881 197.89 -7 100 30139.25
882 197.73 -7 150 30123.25
883 197.8 -7 150 30133.75
884 197.92 -5 150 30151.749999999996
885 198.07 -3 150 30174.25
886 197.93 3 100 30153.25
887 197.92 3 50 30152.25
888 197.81 3 0 30146.75
889 197.8 -1 50 30146.75
890 197.92 -5 100 30152.75
891 197.92 -3 150 30152.749999999996
892 198.03 -1 150 30169.25
893 197.94 3 100 30155.75
894 198.1 -1 150 30171.75
895 197.82 7 100 30129.75
896 197.96 -1 150 30143.75
897 198.09 -5 150 30163.25
898 198.02 5 100 30152.75
899 198 5 50 30150.75
900 198.02 3 0 30151.75
901 198.145 -1 50 30151.75
902 198.3 -1 100 30159.5
903 198.26 5 50 30155.5
904 198.295 7 0 30157.25
905 198.23 5 0 30157.25
906 198.04 3 0 30157.25
907 198.02 -1 50 30157.25
908 198.07 -1 100 30159.75
909 198.2 -3 150 30172.75
910 198.05 -1 150 30150.25
911 198.06 -3 150 30151.75
912 198.08 -1 150 30154.750000000004
913 198.06 -1 150 30151.75
914 198.02 3 100 30145.75
915 198.01 -3 150 30144.75
916 198 -7 150 30143.25
917 197.94 -3 150 30134.25
918 198.1 -5 150 30158.25
919 198.26 -3 150 30182.25
920 198.27 3 100 30183.75
921 198.26 5 50 30182.75
922 198.24 5 0 30181.75
923 198.23 1 0 30181.75
924 198.3 3 0 30181.75
925 198.31 5 0 30181.75
926 198.4 1 0 30181.75
927 198.19 5 0 30181.75
928 198.18 1 0 30181.75
929 198.285 -5 50 30181.75
930 198.38 -3 100 30186.5
931 198.375 -3 150 30186.0
932 198.25 5 100 30167.25
933 198.22 3 50 30164.25
934 198.35 -5 100 30170.75
935 198.15 7 50 30150.75
936 198.25 -5 100 30155.75
937 198.22 -5 150 30152.75
938 198.19 -5 150 30148.25
939 198.1 1 100 30134.75
940 198.14 -7 150 30138.749999999996
941 198.35 -5 150 30170.25
942 198.53 -1 150 30197.25
943 198.47 3 100 30188.25
944 198.32 5 50 30173.25
945 198.65 -3 100 30189.75
946 198.68 7 50 30192.75
947 198.64 7 0 30190.75
948 198.53 3 0 30190.75
949 198.46 1 0 30190.75
950 198.41 -1 50 30190.75
951 198.41 -1 100 30190.75
952 198.37 -5 150 30186.75
953 198.42 -7 150 30194.249999999996
954 198.43 -3 150 30195.75
955 198.11 5 100 30147.75
956 198.065 -1 150 30143.25
957 198.01 -5 150 30135.0
958 197.94 -9 150 30124.5
959 197.81 -9 150 30105.0
